ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,duration(Days),%funded,launchedNumeric
772300929,"""LostLES"" at Tiny's Giant",Painting,Art,USD,06-06-09,5000,05-05-09 1:48,5045,successful,44,US,5045,5045,5000,31.92475694,100.9,39938.075
585544140,"Unbunny's ""Black Strawberries"" Limited-Edition LP",Indie Rock,Music,USD,06-07-09,3500,05-05-09 7:03,3690,successful,132,US,3690,3690,3500,61.70582176,105.4285714,39938.29375
1317972662,Farmlands an Indie Game Project (Canceled),Video Games,Games,USD,01-08-09,10000,05-05-09 10:58,850,canceled,19,US,850,850,10000,87.54283565,8.5,39938.45694
748946786,Dollar Van Demos,Documentary,Film & Video,USD,01-06-09,2000,06-05-09 3:50,100,failed,1,US,100,100,2000,25.84005787,5,39939.15972
505615987,"Book and Database of Corrupt, Crooked, and Criminal Politicians! (Canceled)",Nonfiction,Publishing,USD,04-08-09,1500,06-05-09 9:03,50,canceled,1,US,50,50,1500,89.62225694,3.333333333,39939.37708
1753686817,Help Me Open a Publishing House for Young Authors,Publishing,Publishing,USD,29-05-09,3000,06-05-09 15:27,100,failed,1,US,100,100,3000,22.35603009,3.333333333,39939.64375
178359628,365 Postcards,Public Art,Art,USD,01-07-09,365,06-05-09 18:20,626,successful,54,US,626,626,365,55.23603009,171.5068493,39939.76389
1163942232,Obscurae: a photo show for Braddock PA,Photography,Photography,USD,02-07-09,800,07-05-09 21:36,60,failed,2,US,60,60,800,55.09947917,7.5,39940.9
824394828,iGoozex - Free iPhone app,Software,Technology,USD,01-06-09,250,08-05-09 0:45,6,failed,2,US,6,6,250,23.96865741,2.4,39941.03125
295832352,Roma Picks - Handmade Plectrums (Canceled),Product Design,Design,USD,09-06-09,350,09-05-09 1:41,0,canceled,0,US,0,0,350,30.92972222,0,39942.07014
1619303430,Fruit Slinger: From farm to market,Journalism,Journalism,USD,14-07-09,950,09-05-09 2:48,1090.5,successful,30,US,1090.5,1090.5,950,65.88284722,114.7894737,39942.11667
264685346,commissioner.com,Art,Art,USD,02-07-09,250,10-05-09 3:03,2,failed,2,US,2,2,250,52.87258102,0.8,39943.12708
900090651,Help Me Print My First Children's Book (Canceled),Children's Books,Publishing,USD,02-08-09,850,10-05-09 7:38,10,canceled,1,US,10,10,850,83.68178241,1.176470588,39943.31806
1130941392,Hand made guitar picks,Crafts,Crafts,USD,16-06-09,200,10-05-09 9:02,28,failed,3,US,28,28,200,36.6234375,14,39943.37639
1301564845,Anatomy of a Credibility Meltdown — a book about the Voting Machine Controversy,Nonfiction,Publishing,USD,15-06-09,30000,11-05-09 17:34,490,failed,7,US,490,490,30000,34.26743056,1.633333333,39944.73194
353710709,Decorative Nihilism Art Catalog,Painting,Art,USD,01-07-09,100,12-05-09 19:02,160,successful,10,US,160,160,100,49.20681713,160,39945.79306
499552311,Kind of Bloop: An 8-Bit Tribute to Miles Davis,Jazz,Music,USD,01-08-09,2000,12-05-09 20:50,8647.79,successful,419,US,8647.79,8647.79,2000,80.13143519,432.3895,39945.86806
2131090134,Tweetsourcing,Software,Technology,USD,14-07-09,2500,12-05-09 21:55,0,failed,0,US,0,0,2500,62.08634259,0,39945.91319
580404661,Gnash Open Source Form Management/CMS/Framework (Canceled),Software,Technology,USD,14-07-09,5000,12-05-09 22:57,0,canceled,0,US,0,0,5000,62.04354167,0,39945.95625
199916122,Mr. Squiggles,Illustration,Art,USD,22-05-09,30,12-05-09 23:39,0,failed,0,US,0,0,30,9.013912037,0,39945.98542
530647695,Late Night Tunes,Music,Music,USD,01-07-09,500,13-05-09 4:30,510,successful,38,US,510,510,500,48.81243056,102,39946.1875
607659878,"""Pascale Triangle"" Needs Your Support (Canceled)",Fiction,Publishing,USD,12-06-09,1000,13-05-09 4:44,0,canceled,0,US,0,0,1000,29.80215278,0,39946.19722
98766802,goopymart: chimples plush toy,Comics,Comics,USD,11-08-09,19000,13-05-09 16:54,875,failed,26,US,875,875,19000,89.29543981,4.605263158,39946.70417
1469107279,goopymart: portable geek plushie,Comics,Comics,USD,11-08-09,19000,13-05-09 16:56,320,failed,9,US,320,320,19000,89.29431713,1.684210526,39946.70556
1647836132,Out of This World Comic Book Project,Comics,Comics,USD,11-08-09,2000,13-05-09 17:31,55,failed,2,US,55,55,2000,89.26974537,2.75,39946.72986
995325523,Metaphysical Archaeology,Painting,Art,USD,25-07-09,2000,13-05-09 19:00,5,failed,1,US,5,5,2000,72.20802083,0.25,39946.79167
1275895636,Create a Children's Book - to demystify diseases for kids (Canceled),Children's Books,Publishing,USD,15-07-09,2500,13-05-09 20:54,0,canceled,0,US,0,0,2500,62.12883102,0,39946.87083
39739909,Choose Your Own Adventure - A Robot Painting Series,Painting,Art,USD,14-06-09,3500,14-05-09 5:57,575,failed,18,US,575,575,3500,30.75162037,16.42857143,39947.24792
1805388776,This Charming Man: A Children's Book For Adults,Children's Books,Publishing,USD,11-08-09,800,14-05-09 6:12,25,failed,1,US,25,25,800,88.74109954,3.125,39947.25833
981182186,Save the Ramzi (Canceled),Music,Music,USD,15-06-09,1000,14-05-09 22:27,1190,canceled,18,US,1190,1190,1000,31.06429398,119,39947.93542
1873720644,HAPPY VALLEY: Dexter meets 6 Feet Under. For the web. Help me make the pilot.,Narrative Film,Film & Video,USD,20-06-09,500,14-05-09 22:44,110,failed,3,US,110,110,500,36.05244213,22,39947.94722
1434029976,Before the Curtain Rises (Canceled),Theater,Theater,USD,02-07-09,130000,15-05-09 2:08,150,canceled,2,US,150,150,130000,47.91077546,0.115384615,39948.08889
1178729979,Create a Children's Book - to demystify genetic diseases,Children's Books,Publishing,USD,14-07-09,2500,15-05-09 7:07,250,failed,5,US,250,250,2500,59.70311343,10,39948.29653
1839304671,"Indie Nerd Board Game, Needs Player Character Miniature Sculpted!  ",Tabletop Games,Games,USD,15-06-09,1500,15-05-09 8:39,1741.02,successful,28,US,1741.02,1741.02,1500,30.63935185,116.068,39948.36042
798022664,Blow your Money so we can Blow your Mind.,Software,Technology,USD,14-07-09,1200,16-05-09 0:11,595,failed,25,US,595,595,1200,58.99174769,49.58333333,39949.00764
1081313636,No-bit: An artist book of analog drawings inspired by digital pixels.,Illustration,Art,USD,15-06-09,300,17-05-09 4:53,30,failed,2,US,30,30,300,28.79623843,10,39950.20347
1216330417,Do It Again: One Man's Quest to Reunite the Kinks,Documentary,Film & Video,USD,10-08-09,5500,17-05-09 5:55,6632.32,successful,79,US,6632.32,6632.32,5500,84.75332176,120.5876364,39950.24653
497951718,"Jay Bennett's ""Whatever Happened I Apologize"" on vinyl",Indie Rock,Music,USD,16-08-09,4000,18-05-09 7:06,1124,failed,44,US,1124,1124,4000,89.70398148,28.1,39951.29583
827245452,Project Pedal,Documentary,Film & Video,USD,21-06-09,1000,19-05-09 1:40,1105,successful,20,US,1105,1105,1000,32.93034722,110.5,39952.06944
2102353591,Allison Weiss makes a full-length record!,Indie Rock,Music,USD,02-08-09,2000,19-05-09 18:14,7711.16,successful,205,US,7711.16,7711.16,2000,74.2397338,385.558,39952.75972
1557815622,"Before the Curtain Rises, Documentary",Documentary,Film & Video,USD,30-06-09,10000,19-05-09 18:20,375,failed,2,US,375,375,10000,41.23585648,3.75,39952.76389
354019143,Zombie Defense iPhone App,Software,Technology,USD,14-07-09,700,19-05-09 22:52,700.79,successful,14,US,700.79,700.79,700,55.04653935,100.1128571,39952.95278
1885826919,Cities x Design,Graphic Design,Design,USD,31-07-09,3000,20-05-09 20:58,340,failed,6,US,340,340,3000,71.12577546,11.33333333,39953.87361
1962819822,High Strangeness: A 12 bit action / adventure video game.,Video Games,Games,USD,18-08-09,1500,20-05-09 22:57,1559,successful,36,US,1559,1559,1500,89.043125,103.9333333,39953.95625
791069844,Ossia: The Open Music Marketplace,Music,Music,USD,26-07-09,3000,21-05-09 22:12,83,failed,3,US,83,83,3000,65.07486111,2.766666667,39954.925
508082582,Incredibly Small: A 300 Square Foot Feature Film,Film & Video,Film & Video,USD,02-08-09,1000,22-05-09 18:51,1497,successful,35,US,1497,1497,1000,71.21421296,149.7,39955.78542
1604649980,"Help Polyvinyl Save 10,000 Records From Destruction",Indie Rock,Music,USD,14-07-09,1000,22-05-09 20:21,15625.5,successful,389,US,15625.5,15625.5,1000,52.15150463,1562.55,39955.84792
1074367099,Help with new things for seeyouinsleep (Canceled),Indie Rock,Music,USD,14-07-09,500,22-05-09 23:01,7,canceled,1,US,7,7,500,52.04072917,1.4,39955.95903
466634876,Open Business Cards,Digital Art,Art,USD,15-07-09,100,24-05-09 1:51,215,successful,11,US,215,215,100,51.92265046,215,39957.07708
762633033,"""The Cost"" - a short film with tall aspirations",Shorts,Film & Video,USD,25-06-09,1000,24-05-09 6:28,125,failed,2,US,125,125,1000,31.73021991,12.5,39957.26944
1711918245,An Alternate Life - A Photo Project,Photography,Photography,USD,02-08-09,500,24-05-09 21:10,510,successful,10,US,510,510,500,69.11777778,102,39957.88194
1209320930,Shirt Design by Kevin Cornell - Limited Run of 250,Fashion,Fashion,USD,22-08-09,1600,25-05-09 1:04,225,failed,7,US,225,225,1600,88.95493056,14.0625,39958.04444
1458847631,TIGER STYLE:  a food cart with LEGIT Thai food,Food,Food,USD,08-08-09,2500,26-05-09 10:19,130,failed,6,US,130,130,2500,73.57013889,5.2,39959.42986
112916020,UNINSURED LA™: Support Health Care Reform,Art,Art,USD,15-06-09,3000,26-05-09 23:40,370,failed,8,US,370,370,3000,19.01335648,12.33333333,39959.98611
1412765122,Quixote & Evangenitals to Edinburgh Fringe Festival! ,Animation,Film & Video,USD,15-07-09,9999,27-05-09 12:08,10184.5,successful,98,US,10184.5,10184.5,9999,48.49415509,101.8551855,39960.50556
725798626,We Scream: Voices From The Ice Cream Underground,Indie Rock,Music,USD,01-07-09,2000,27-05-09 12:36,2399.5,successful,57,US,2399.5,2399.5,2000,34.47482639,119.975,39960.525
1756537445,Raygun Gothic Rocketship,Conceptual Art,Art,USD,01-08-09,2500,27-05-09 19:00,0,failed,0,US,0,0,2500,65.20797454,0,39960.79167
184744865,Tattoo Documentary ,Documentary,Film & Video,USD,26-08-09,6000,29-05-09 2:44,6127,successful,75,US,6127,6127,6000,88.8859838,102.1166667,39962.11389
1143904247,It Might Become a Movie,Shorts,Film & Video,USD,01-07-09,1000,29-05-09 18:56,1137,successful,23,US,1137,1137,1000,32.21087963,113.7,39962.78889
1451130282,Comic Remix,Comics,Comics,USD,15-06-09,60,30-05-09 5:00,71.84,successful,6,US,71.84,71.84,60,15.79125,119.7333333,39963.20833
1125367305,Meeting Andrei Tarkovsky - Film Website,Documentary,Film & Video,USD,21-06-09,1250,30-05-09 6:27,2721,successful,60,US,2721,2721,1250,21.73076389,217.68,39963.26875
2133770001,Firewall of Sound,Documentary,Film & Video,USD,10-07-09,1000,30-05-09 6:47,1197,successful,19,US,1197,1197,1000,40.71690972,119.7,39963.28264
345032833,Fugue State Records - Punk Rock Artist Multiples,Art,Art,USD,16-07-09,1000,30-05-09 13:35,385,failed,8,US,385,385,1000,46.43354167,38.5,39963.56597
1755032675,365 Creative Commons Shots,Photography,Photography,USD,29-08-09,300,31-05-09 15:58,35.77,failed,7,US,35.77,35.77,300,89.3341088,11.92333333,39964.66528
2078868226,Help make Attractive Eighties Women's new album,Indie Rock,Music,USD,11-07-09,1000,01-06-09 0:55,2027,successful,74,US,2027,2027,1000,39.96142361,202.7,39965.03819
755288436,Help me get equipment and I'll make a song for you,Music,Music,USD,15-07-09,360,01-06-09 3:37,360,successful,14,US,360,360,360,43.84923611,100,39965.15069
852288493,Nature Deficit Disorder,Photography,Photography,USD,30-08-09,6200,01-06-09 5:15,25,failed,2,US,25,25,6200,89.78087963,0.403225806,39965.21875
665820533,Produce JigGsaw's new EP,Music,Music,USD,12-08-09,800,01-06-09 9:58,1057.22,successful,16,US,1057.22,1057.22,800,71.58423611,132.1525,39965.41528
737331933,Send some kids to GameCamp!,Video Games,Games,USD,03-07-09,3000,02-06-09 20:33,3204,successful,36,US,3204,3204,3000,30.14362269,106.8,39966.85625
1162718219,Customer Service is Dead!,Software,Technology,USD,01-09-09,15000,03-06-09 11:47,0,failed,0,US,0,0,15000,89.5084375,0,39967.49097
1971808443,Wedding Chapel,Photography,Photography,USD,02-07-09,3000,03-06-09 18:13,3094,successful,52,US,3094,3094,3000,28.24037037,103.1333333,39967.75903
2088408637,"Let's kickstart this BITCH! (my play, I mean) ",Documentary,Film & Video,USD,16-07-09,3500,03-06-09 19:49,4000,successful,45,US,4000,4000,3500,42.17375,114.2857143,39967.82569
1018181261,The Wild Image Project Shows (Canceled),Photography,Photography,USD,15-07-09,5000,03-06-09 22:47,0,canceled,0,US,0,0,5000,41.05049769,0,39967.94931
1667735892,The Wild Image Project,Photography,Photography,USD,15-07-09,5000,03-06-09 23:53,0,failed,0,US,0,0,5000,41.00478009,0,39967.99514
957742294,Innovating the way how children learn math,Video Games,Games,USD,14-07-09,8000,04-06-09 0:09,10,failed,1,US,10,10,8000,39.99373843,0.125,39968.00625
1867278393,Natimba's 1st Video Expedition to Costa Rica (Canceled),Documentary,Film & Video,USD,15-07-09,5000,04-06-09 3:49,0,canceled,0,US,0,0,5000,40.840625,0,39968.15903
1394007020,Gimme Shelter: A Children's Book on Dog Adoption,Children's Books,Publishing,USD,02-09-09,200,04-06-09 15:38,75,failed,2,US,75,75,200,89.34829861,37.5,39968.65139
531122034,"""A Previous Monster"" - My first feature, you can help!",Shorts,Film & Video,USD,04-08-09,3000,04-06-09 18:25,530,failed,7,US,530,530,3000,60.23207176,17.66666667,39968.76736
1686187551,Natimba's 1st Expedition to Costa Rica,Documentary,Film & Video,USD,16-07-09,5000,04-06-09 22:43,1475,failed,27,US,1475,1475,5000,41.05328704,29.5,39968.94653
1525594295,"The RAA 7"" Project",Music,Music,USD,02-08-09,5000,05-06-09 0:08,6700,successful,104,US,6700,6700,5000,57.9940162,134,39969.00556
248639814,"2D, Side-Scrolling, 16-Bit Action Game for XBOX 360 and PC!",Video Games,Games,USD,14-07-09,2499,05-06-09 1:30,35,failed,2,US,35,35,2499,38.93693287,1.400560224,39969.0625
646967312,"Frkwys: Excepter 12"" (a future now series)",Indie Rock,Music,USD,14-08-09,2400,05-06-09 14:07,3963,successful,59,US,3963,3963,2400,69.41113426,165.125,39969.58819
1808852152,Music Lovers Unite For The Critical Darlings,Pop,Music,USD,02-09-09,2000,05-06-09 16:11,451,failed,10,US,451,451,2000,88.32561343,22.55,39969.67431
1662189213,"""Hot Summer Fun"" with Your Terrific Neighbors",Theater,Theater,USD,15-07-09,500,05-06-09 20:48,515,successful,22,US,515,515,500,39.13275463,103,39969.86667
725084811,The Old Three Hundred Tribute,Painting,Art,USD,01-09-09,8175,05-06-09 22:06,0,failed,0,US,0,0,8175,87.07849537,0,39969.92083
1706143218,We Operate Best Together: Mapping the Stories of Social Change & Innovation Worldwide,Journalism,Journalism,USD,04-07-09,1500,06-06-09 9:44,1500,successful,32,US,1500,1500,1500,27.59381944,100,39970.40556
2065169459,"My debut album ""Stand & Deliver""",Hip-Hop,Music,USD,04-09-09,10000,07-06-09 0:18,0,failed,0,US,0,0,10000,88.98701389,0,39971.0125
847549901,"Run, Blago Run! Show",Digital Art,Art,USD,01-07-09,3500,07-06-09 17:20,3612.01,successful,54,US,3612.01,3612.01,3500,23.27763889,103.2002857,39971.72222
1598109342,Reading Odyssey: Going Non-Profit!,Publishing,Publishing,USD,15-07-09,3000,07-06-09 18:54,250,failed,6,US,250,250,3000,37.21202546,8.333333333,39971.7875
217562376,Conversative Nanny State Movie,Documentary,Film & Video,USD,16-07-09,1000,07-06-09 20:37,171,failed,5,US,171,171,1000,38.14086806,17.1,39971.85903
522729484,"Make the new Laura Meyer album, Back in New York!",Indie Rock,Music,USD,05-09-09,5000,08-06-09 1:50,5023,successful,57,US,5023,5023,5000,88.92347222,100.46,39972.07639
1020928451,No Scroll Email (Custom Timesaving Email Application),Software,Technology,USD,03-09-09,4500,08-06-09 9:22,110,failed,4,US,110,110,4500,86.60928241,2.444444444,39972.39028
598270843,Travel budget to attend Economic Models for News in Minneapolis June 16,Journalism,Journalism,USD,12-06-09,900,08-06-09 21:48,125,failed,2,US,125,125,900,3.09130787,13.88888889,39972.90833
33686166,Empower Women in Rwanda through Social Enterprise,Art,Art,USD,01-08-09,600,09-06-09 1:06,650,successful,25,US,650,650,600,52.95414352,108.3333333,39973.04583
1395808691,Magenta's Caress Vol. 2,Documentary,Film & Video,USD,28-08-09,500,09-06-09 21:52,260,failed,6,US,260,260,500,79.08883102,52,39973.91111
202333685,HAMBURGER EYES ISSUE 013,Photography,Photography,USD,02-07-09,3000,10-06-09 6:48,4435.82,successful,119,US,4435.82,4435.82,3000,21.71634259,147.8606667,39974.28333
232135536,Put Gareth Asher on Tour!,Country & Folk,Music,USD,15-07-09,2000,10-06-09 21:23,6261,successful,59,US,6261,6261,2000,34.10878472,313.05,39974.89097
247222418,Take a postcard trip with Anita as she watercolors her way through Bosnia & Croatia,Painting,Art,USD,01-07-09,400,10-06-09 22:36,555,successful,20,US,555,555,400,20.05821759,138.75,39974.94167
883883729,Alphonse:  Issue Two,Comics,Comics,USD,30-07-09,4600,10-06-09 23:04,4810,successful,56,US,4810,4810,4600,49.03876157,104.5652174,39974.96111
2082649258,"Frank Magazine Erotica Issue Party, NYC",Periodicals,Publishing,USD,25-06-09,600,11-06-09 19:42,600.88,successful,12,US,600.88,600.88,600,13.17875,100.1466667,39975.82083
1756613231,"Volcano, I'm Still Excited!!:  Help press a limited edition LP",Music,Music,USD,09-09-09,3500,11-06-09 22:59,3622,successful,84,US,3622,3622,3500,89.041875,103.4857143,39975.95764
446705094,BFF,Illustration,Art,USD,14-07-09,5000,12-06-09 6:37,884,failed,27,US,884,884,5000,31.72417824,17.68,39976.27569
467315828,Help Me Finish My Book and Share It With the World,Fiction,Publishing,USD,01-08-09,1600,12-06-09 22:53,364,failed,16,US,364,364,1600,49.04594907,22.75,39976.95347
25617384,Save Sea Turtles!,Photography,Photography,USD,03-08-09,4000,14-06-09 22:13,1020,failed,28,US,1020,1020,4000,49.07364583,25.5,39978.92569
1923025759,Unschooling : The Movie,Documentary,Film & Video,USD,02-07-09,250,15-06-09 1:48,1925,successful,51,US,1925,1925,250,16.92445602,770,39979.075
201678726,Theobroma Cacao: The Antioxidants Strike Back,Food,Food,USD,16-07-09,1000,15-06-09 16:15,1050,successful,17,US,1050,1050,1000,30.32268519,105,39979.67708
1892212699,Be The Change Marrow Donor Registry Drive,Theater,Theater,USD,13-09-09,1500,15-06-09 19:52,0,failed,0,US,0,0,1500,89.17206019,0,39979.82778
1571403679,Colorado Ghost Towns a Photograpic Portfolio,Photography,Photography,USD,04-08-09,1500,15-06-09 22:45,2080,successful,25,US,2080,2080,1500,49.05164352,138.6666667,39979.94792
1606949793,Nourish(meant),Food,Food,USD,10-07-09,1000,16-06-09 5:31,1369,successful,35,US,1369,1369,1000,23.76947917,136.9,39980.22986
2135944944,The Mande Sessions- Make my Malian music album,Country & Folk,Music,USD,13-09-09,7500,16-06-09 5:52,7684,successful,77,US,7684,7684,7500,88.7553125,102.4533333,39980.24444
1573743464,Help fund Flying Kebab #4,Webseries,Film & Video,USD,09-07-09,300,16-06-09 11:18,370,successful,16,US,370,370,300,22.52869213,123.3333333,39980.47083
1291701547,American Summer,Photography,Photography,USD,15-07-09,1000,16-06-09 17:35,2690,successful,51,US,2690,2690,1000,28.26684028,269,39980.73264
1147284747,The Georgia Theatre record: Venice is Sinking's third album on vinyl!,Indie Rock,Music,USD,14-09-09,3000,17-06-09 4:07,3300,successful,80,US,3300,3300,3000,88.82835648,110,39981.17153
1690258144,Love > H8 (Canceled),Journalism,Journalism,USD,15-07-09,999,17-06-09 18:19,20,canceled,1,US,20,20,999,27.23626157,2.002002002,39981.76319
723349306,CHICAGO ROCKED!  Non-fiction book on Chicago music in the 1990s,Nonfiction,Publishing,USD,16-09-09,17000,18-06-09 7:11,10294,failed,139,US,10294,10294,17000,89.70030093,60.55294118,39982.29931
2135555206,Irish Photo Book and Museum Show need some new gear to do. Thanks! (Canceled),Photography,Photography,USD,14-09-09,1000,18-06-09 20:17,0,canceled,0,US,0,0,1000,87.15429398,0,39982.84514
1473103893,TELEVISION LANDSCAPE: Making the Record.,Indie Rock,Music,USD,15-09-09,2000,19-06-09 3:16,2000,successful,33,US,2000,2000,2000,87.86358796,100,39983.13611
1288104274,"Explore LADAKH,India",Documentary,Film & Video,USD,10-08-09,5000,19-06-09 7:50,690,failed,16,US,690,690,5000,51.67328704,13.8,39983.32639
1170035792,One Be Lo - Live in Las Vegas (DVD),Documentary,Film & Video,USD,05-07-09,2500,19-06-09 8:57,20,failed,1,US,20,20,2500,15.62664352,0.8,39983.37292
301987235,Meeting Andrei Tarkovsky - Phase 2,Documentary,Film & Video,USD,15-07-09,1000,19-06-09 11:57,1200,successful,18,US,1200,1200,1000,25.50180556,120,39983.49792
1864211900,help me help others,Food,Food,USD,01-07-09,500,20-06-09 21:25,510,successful,13,US,510,510,500,10.10724537,102,39984.89236
1001181420,Sleeping in a Truck,Rock,Music,USD,15-07-09,10000,20-06-09 22:15,10328,successful,65,US,10328,10328,10000,24.07284722,103.28,39984.92708
1909538987,spread organic flower love,Crafts,Crafts,USD,20-09-09,2000,22-06-09 3:49,525,failed,8,US,525,525,2000,89.84050926,26.25,39986.15903
2095178309,Chicago Griddle Guide,Journalism,Journalism,USD,01-08-09,3000,22-06-09 6:04,320,failed,10,US,320,320,3000,39.74664352,10.66666667,39986.25278
887857113,ThomThom (If That Bird Won't Sing) ,Theater,Theater,USD,22-08-09,525,22-06-09 19:29,651,successful,17,US,651,651,525,60.18756944,124,39986.81181
967470623,Vazaha. A film about Madagascar. ,Documentary,Film & Video,USD,15-08-09,1475,23-06-09 15:43,105,failed,4,US,105,105,1475,52.34506944,7.118644068,39987.65486
696037583,All My Plastic Melon Dreams - Phish Documentary (independent production) ,Documentary,Film & Video,USD,20-09-09,15000,23-06-09 19:25,2011,failed,39,US,2011,2011,15000,88.19033565,13.40666667,39987.80903
1694162447,Megafauna,Shorts,Film & Video,USD,21-09-09,3000,23-06-09 21:07,515,failed,14,US,515,515,3000,89.11951389,17.16666667,39987.87986
1632309280,"Make the CAGUAMA debut album, Authentic Mexican Rock N' Roll Cumbia",Rock,Music,USD,04-08-09,1200,25-06-09 2:22,380,failed,9,US,380,380,1200,39.90096065,31.66666667,39989.09861
891379703,Man Chair iPhone Application,Video Games,Games,USD,25-08-09,10000,25-06-09 19:48,0,failed,0,US,0,0,10000,60.17450231,0,39989.825
